tweets
"Hütter: Bei @bensebainiRams hoffen wir, dass er gesund zurückkommt. In der Defensive sind wir ansonsten recht dünn besetzt, weil auch Christoph Kramer, Tony Jantschke, Jordan Beyer und Stefan Lainer weiterhin ausfallen. #BMGSGF"
"Eberl: Mit den Vorgaben, die uns gemacht werden, müssen wir uns arrangieren. 15.000 Zuschauer im Stadion sind besser als gar keine. Natürlich strahlt der vollbesetzte BORUSSIA-PARK eine ganz andere Kraft aus. Aber da müssen wir nun mal gemeinsam durch. #BMGSCF"
Hütter: Ich erwarte den @scfreiburg taktisch sehr diszipliniert und laufstark. Zudem ist der SC enorm standardstark. Die Mannschaft trotzt aktuell nur so vor Selbstbewusstsein. Darauf müssen wir uns einstellen und wir müssen dagegenhalten. #SCFBMG
"Eberl: Der @FCBayern wird eine Revanche für das 0:5 im Pokal wollen. Die Bayern werden beweisen wollen, dass sie die bessere Mannschaft sind und das Spiel dementsprechend angehen. Das Pokalspiel ist für uns aber abgehakt und wir müssen uns am Freitag neu beweisen. #FCBBMG"
"Hütter: Filip Kostic ist ein Spieler, der mit unheimlich viel Power agiert. Wir können deswegen aber nicht unser komplettes Spiel auf ihn ausrichten. Meine Mannschaft hat Qualität, wir wollen selbst aktiv sein und unser Spiel auf den Platz bringen. #BMGSGE"
"Cheftrainer Adi Hütter hat auf dem Podium Platz genommen, die Pressekonferenz vor #BMGSGE beginnt."
"Hütter: Chris Kramer wird für das Spiel noch kein Thema sein. Er ist noch gar nicht wieder im Training. Jordan Beyer fällt ebenfalls weiter aus. Jonas Hofmann hat wieder mittrainiert. Er war ein paar Wochen raus, trotzdem könnte er morgen wieder eine Option für uns sein. #BMGFCU"
"Hütter: Gegen Freiburg haben wir zu viele Zweikämpfe verloren, dann kamen die Standardgegentore dazu. Wir müssen wieder in die Zweikämpfe kommen, die Jungs können es besser. Wir müssen uns wieder gegenseitig unterstützen und uns helfen. #BMGSGE"
"Hütter: Wir haben in Hannover eine große Chance, etwas Großes zu schaffen, liegen gelassen. Wir haben viele Dinge nicht gut gemacht und das auch klar angesprochen. Wir müssen besser verteidigen und schneller nach vorne spielen. Ich erwarte morgen eine klare Reaktion. #BMGFCU"
Sportdirektor Max Eberl und Cheftrainer Adi Hütter haben auf dem Podium Platz genommen. Die PK beginnt jetzt! #KOEBMG https://t.co/BbuOXGPzDA
"Hütter: Schon über einen langen Zeitraum lassen wir uns aus der Bahn werfen, wenn wir in Rückstand geraten oder wenn der Gegner unangenehmen Fußball spielt. Die Mannschaft muss in der Lage sein, das zu bewältigen und sich nicht so schnell aus der Bahn werfen zu lassen. #SCFBMG"
"Hütter: Wir setzen alles daran, an den richtigen Stellschrauben zu drehen, um das Ganze wieder in die richtige Richtung zu lenken. In der #Bundesliga sind wir in einer Situation, aus der wir uns herauskämpfen müssen. Diesen Fight müssen wir annehmen. #BMGFCU"
"Hütter: Der @scfreiburg spielt, abgesehen von den jüngsten drei Spielen eine hervorragende Saison. Die Mannschaft ist sehr flexibel und macht es taktisch clever. Freiburg ist keine Mannschaft, die den Ball nur nach vorne schlägt, sie ist auch fußballerisch stark. #BMGSCF"
Hütter: Gegen Freiburg haben wir es alle zusammen verbockt. Ich werde in diesem Zusammenhang keine einzelnen Spieler herausheben. Natürlich haben wir mit der gesamten Mannschaft lösungsorientiert diskutiert und das Spiel kritisch analysiert. #RBLBMG
"Virkus: Wir haben oft Probleme gegen Mannschaften, die sehr griffig, lauf- und kampfstark sind. In Spielen gegen solche Gegner muss die Mannschaft sehr widerstandsfähig sein. Dass sie das sein kann, hat sie auch in dieser Saison schon gezeigt. #SCFBMG"
"Hütter: Für Montag fallen nach aktuellem Stand nur zwei Spieler aus, das sind Laci Bénes und @MarcusThuram.  Tikus hat Probleme mit den Adduktoren, wir hoffen aber, dass wir ihn nächste Woche wieder ins Mannschaftstraining integrieren können. #BMGRBL"
"Hütter: Der @fcunion tritt sehr geschlossen auf und ist taktisch sehr diszipliniert. Die Mannschaft ist läuferisch stark, verteidigt sehr kompakt und im Spiel nach vorne sehr zielstrebig. Ihre Spielweise ist recht einfach und simpel, aber sehr gut. #BMGFCU"
"Hütter: In den letzten vier Spielen müssen wir nochmal alles raushauen, alles geben und so viele Punkte holen wie nur irgendwie möglich. Dann können wir die Saison vielleicht zumindest noch ein Stück weit retten. #SCFBMG"
"Virkus: Ich bin ein sehr emotionaler Mensch, aber ich habe gelernt, schnell auch wieder sachlich zu sein."
Sportdirektor Max Eberl und Cheftrainer Adi Hütter haben auf dem Podium Platz genommen. Die Pressekonferenz vor #FCBBMG beginnt. https://t.co/9VSWeGeFDn
Virkus: Die Leistung des @scfreiburg verdient größten Respekt. Der Klub ist über die Jahre hinweg gesund gewachsen. Mit dem neuen Stadion ergeben sich auch nochmal neue Möglichkeiten für den Verein. #SCFBMG
"Hütter: Nach Gegentoren stellt sich bei momentan uns eine gewisse Verunsicherung rein, wir lassen uns manchmal zu schnell aus der Ruhe bringen und sorgen dann nicht mehr für die nötige Entlastung. Daran müssen wir arbeiten. #BMGRBL"
"Hütter: Natürlich tut es jeder Heimmannschaft gut, wenn das Stadion voll ist. Trotzdem sind wir froh, dass wir immerhin 15.000 Zuschauer am Sonntag im BORUSSIA-PARK haben können. #BMGSCF"
"Virkus: Ich bin kein Freund von Strafen, denn diese rufen Angst hervor, und die können wir in der aktuellen Lage nicht gebrauchen. Es geht am Samstag darum, unsere Qualitäten abzurufen. Die Jungs hatten Wellentäler, sind aber immer wieder da rausgekommen. #BMGBSC"
"Hütter: @Deniszakaria8 ist der klarste Sechser, den wir haben. Er ist schnell und zweikampfstark. Rein sportlich gesehen, wäre es natürlich nicht gut, wenn wir ihn noch in der Winterpause abgeben würden.  #BMGFCU"
"Hütter: Unruhe in einem Klub tut keinem gut, wir haben das auch gespürt. Auch wenn die Saison nicht zufriedenstellend war, sind wir zumindest in der Phase, in der wir gewackelt haben, standhaft geblieben und haben uns souverän aus der schwierigen Lage herausgearbeitet. #BMGTSG"
"Virkus: Es gibt einige Ansätze, die erklären, warum die U23 in dieser schwierigen Situation ist. Die Mannschaft ist in einen Strudel geraten, in dem sie aktuell Probleme mit ihrem Selbstvertrauen hat. Ich bin aber davon überzeugt, dass sie den Klassenerhalt schafft.

#BMGM05 https://t.co/WbHeHCzDks"
"Es gibt keine weiteren Fragen. Die Pressekonferenz vor dem Heimspiel am Sonntag gegen den @scfreiburg ist damit beendet. Ansehen könnt ihr euch diese in kompletter Länge hier 👇 #BMGSCF
https://t.co/OjdmlAtN1P"
"Hütter: Es fallen immer wieder wichtige Spieler zum falschen Zeitpunkt aus. Aktuell beispielsweise Jonas Hofmann und Christoph Kramer. Das soll keine Ausrede sein, aber wir sind dadurch gezwungen, immer wieder die Mannschaft umzubauen. #BMGFCU"
"Hütter: Wichtig ist, dass meine Mannschaft 120 Kilometer laufen kann, wenn es das Spiel hergibt und erfordert. Es gibt aber auch Spiele, in denen das gar nicht möglich ist oder keinen Sinn macht. Es macht keinen Sinn vom Team zu fordern, in jedem Spiel 120 km zu laufen. #BMGSGE"
"Hütter: Es läuft nicht immer alles so wie man es sich wünscht, Krisen gehören zu dem Geschäft dazu. Es geht in dieser Lage darum, die Mannschaft konstruktiv zu kritisieren und ihr Lösungsmöglichkeiten aufzuzeigen. #BMGFCU"
"Hütter: Frankfurt hat zunächst etwas Zeit gebraucht, um sein Spiel zu finden. Seit Filip Kostic bei Frankfurt wieder über die Seite kommt, ist die Mannschaft offensiv wieder deutlich gefährlicher. Die Statistiken zeigen, wie offensivstark er ist. #BMGSGE"
"Königs: Auch mit zwei externen Kandidaten haben wir gesprochen. Anschließend sind wir auf Roland Virkus zugegangen und haben ihn gefragt, ob er sich vorstellen kann, als Sportdirektor zu arbeiten. Er hat sich eine Bedenkzeit erbeten und uns dann am vergangenen Freitag zugesagt."
@VFLM3x 💪
Eberl: In den vergangenen zwei Spielen haben wir zehn Gegentore bekommen - das ist eindeutig zu viel. Die Spiele in Köln und gegen Freiburg muss man aber jeweils für sich bewerten. #RBLBMG
Hütter: Insgesamt konzentrieren wir uns aber vor allem auf uns selbst und unsere Spielweise. Wir müssen die Zweikampfstärke und Intensität des Spiels annehmen. #KOEBMG
