tweets
@AndyTraynier We take care 💚
@grafzahl01 ❌ Lars ist es nicht..
@norberrichter1 👋💚
@BorussiaMG_SH Hoffen es hat geschmeckt! 🍻🙃
@MarkusWissing ❌ Nein. Nächster Versuch?
"@bundesauge Leider gab es heute technische Probleme mit der #FohlenApp. 😔 Bitte entschuldigt, wir arbeiten an der Lösung."
"@FactChecker_22 ℹ Kameras dürfen grundsätzlich mitgebracht werden. Allerdings ist vom Einsatz großer Wechselobjektive und Stative abzusehen. 
Wichtig: Die Aufnahmen dürfen nur für private Zwecke verwendet werden."
@Inselfohlen @bensebainiRams Das Spiel läuft live in der Konferenz bei @DAZN_DE 📺
"@LordHsohn Gibt's im #FohlenShop 😉

👉 https://t.co/q21kiVEg9Q"
@Granit04160983 True 😑😑😑
@lilkroko jep!
@DerBobisch 🤖
@SebastianEckar4 https://t.co/SAyselkPn0
@BorussenFrank Na dann gute Besserung! ☝
@HeidiFarlet Einen zweiten Versuch. 😅
"@jannik__02 @VfL_Wolfsburg Nein, leider wird es für das Spiel in Dortmund keine weiteren Tickets geben."
@Puzzle21 @LMatthaeus10 Na dann alles Gute!🎈
@pinkpluswhiite Gibt's nächste Woche wieder! Schau gerne mal auf unserem Instagram-Channel vorbei. Da findest du in der Highlight-Story ganz viele Wallpaper fürs Handy 😀
"@TorbenSchultz Ja, da sind wir streng. Bitte in der Freizeit den Hintergrund wieder ändern ☝️😜"
@itss_lena https://t.co/ItUW5yLRyF
@Borusssiiiaaaa Ist nun erhältlich 🙌
"@outcrittet Da wir aktuell sehr viele Nachfragen bezüglich der DK-Warteliste erhalten, haben wir die Warteliste ab sofort für Vereinsmitglieder online freigeschaltet. Man muss als Vereinsmitglied eingeloggt sein, um die Warteliste zu sehen. 
🎟 https://t.co/khL3whN7W8"
@juustins12 Das lag doch in der Luft 😜
"@BMGVassili Hey Vassili, die konkreten Ticketpreise werden mit dem Vorverkaufsstart für Vereinsmitglieder am 9. Juli bekanntgegeben."
"@Z33l31 Joa, ist aber keiner der 7️⃣ gesuchten Unterschiede 🤷‍♂️"
"@Humosse_47 Nicht aufgeben, kleiner Kämpfer! 💚"
@Niklas1900__ Es wird sowohl Print-at-Home als auch Papptickets geben.
🎙️ Die Redner haben auf dem Podium Platz genommen. Die Pressekonferenz beginnt jetzt.
@Lyptoxfnr Wir auch 🤯
@Tuedsirol ❌🤷‍♂️ https://t.co/XPDBc74toi
@Schtormy_Monday Da hat aber jemand ganz genau hingeschaut! 👏👏
@markkusam23 @fab_otte Also dann.. 😅 https://t.co/YQNKnxkoE9
"@EdwardSimoni @fckoeln Komplett richtig, ja! Allerdings weist die NEW auf personelle Engpässe im Zusammenhang mit der Corona-Pandemie und urlaubsbedingten Abwesenheiten hin."
"@phbalance999 Weshhh, on parle toutes les langues😉"
"@50pesopaule Hey Paule, die Übung wird routinemäßig bei allen Spielern durchgeführt. Hoffen, dass bei dir alles gut verheilt ist. 🤞"
@Schtormy_Monday Nicht schlecht! 👏👏👏
Hütter: In den vergangenen Tagen haben wir sehr intensiv trainiert. @stindl28 und Christoph Kramer sind daher heute in der Kabine geblieben und haben ein regeneratives Programm absolviert. Jordan Beyer ist nach seiner Verletzung inzwischen wieder dabei. #FCBBMG
Sportdirektor Max Eberl und Cheftrainer Adi Hütter haben auf dem Podium Platz genommen. Die Pressekonferenz vor #BMGSGF startet jetzt!
@shellysherrchen @alassane_plea @kicker 🤷‍♂️🧐👀 https://t.co/redlrPDSdD
"Eberl: Ich spüre, dass Spieler wissen, was sie an uns als Verein haben. Eine gegenseitige Wertschätzung ist definitiv da. Das gilt auch für Denis Zakaria und @MatzeGinter, die den Verein verlassen werden. #FCBBMG"
Trainer Adi Hütter und Sportdirektor Roland Virkus haben auf dem Podium Platz genommen. Die Pressekonferenz beginnt. #SGEBMG https://t.co/UTw8NKmHnN
"@indenwinkelBMG @HrKapellmeister @fab_otte Schnell mitschreiben, @fab_otte! 📝☝️"
@daazox2 @rot_weiss_essen @flatex Na klar! Gibt's aber auch später auf allen Social-Media-Kanälen ✌
"Hütter: @jjscally_10 hat heute wieder mit uns trainiert. Ich hoffe, dass er trotz der Länderspielreise in die USA in zwei Tagen wieder seine Leistung bringen kann.  #BMGSGF"
"@1900Kili 👏👏
Fehlen noch drei.. ⏳"
"@bmgnick Hi Nick, die konkreten Ticketpreise werden mit dem Vorverkaufsstart für Vereinsmitglieder am 9. Juli bekanntgegeben."
"Virkus: In den letzten Spielen hat sich die Truppe aus einer schwierigen Situation herausgearbeitet. Andere Klubs wären in so einer Lage abgestiegen. Wir haben es geschafft, in der Liga zu bleiben Darüber sind wir froh, auch wenn das nicht unser Anspruch sein kann. #BMGTSG"
"Hütter: Natürlich sind wir aktuell unglücklich mit der Situation. Nun gilt es daran zu arbeiten. Wir führen viele Gespräche. Ich finde es sehr wichtig, dass wir uns viel und ehrlich austauschen. In Leipzig haben mich vor allem die letzten beiden Gegentore gestört. #BMGSGE"
"Eberl: Moritz Nicolas ist ein großes Torwarttalent. Nach den vorherigen Leihen, die nicht so verlaufen sind, wie wir uns das vorgestellt hatten, haben wir uns gemeinsam mit dem Spieler dazu entschieden, ihn noch einmal zu verleihen, damit er Spielpraxis sammeln kann. #FCBBMG"
"Peintinger: Wir legen den Fokus rein auf die sportliche Arbeit und dem Spiel. Wir haben in dieser Woche versucht, die Lehren aus der zurückliegenden Partie in Stuttgart zu ziehen, um es dann am Samstag gegen @HerthaBSC besser zu machen. #BMGBSC"
"Virkus: Die Jungs hatten sich für das Spiel gegen Köln viel vorgenommen. Nach dem 0:1 hatten wir keine Stabilität mehr. Das zieht sich leider durch die Saison, daran müssen wir arbeiten. Die Kritik der Fans war absolut berechtigt. #SCFBMG"
@ransport @ProSieben 🤗
"Hütter: Die @DFL_Official entscheidet letztlich, ob das Spiel in München stattfindet oder nicht. Wir bereiten uns aber natürlich ganz normal darauf vor. Nichtsdestotrotz hat sowohl der @FCBayern als auch wir mehrere Ausfälle. #FCBBMG"
"Königs: Vor drei Wochen hat uns Max Eberl mitgeteilt, dass er mit sofortiger Wirkung von seinem Amt als Sportdirektor zurücktritt. Wir sind dann auf Steffen Korell zugegangen, der uns mitgeteilt hat, dass er weiterhin als Kaderplaner und Scouting-Direktor tätig sein möchte."
"Hütter: Die Niederlage in Köln hat natürlich etwas mit uns gemacht. In den zurückliegenden drei Spielen haben wir viel zu viele Gegentore bekommen. Dennoch müssen wir wieder an unsere Stärken glauben, die wir ja auch schon gezeigt haben in dieser Saison. #BMGSGE"
Hütter: Christian Streich macht mit seiner Art und Weise einen hervorragenden Job in Freiburg. Er ist als Person eine Erscheinung im deutschen Fußball und haut auch mal den einen oder anderen amüsanten Spruch raus. #BMGSCF
"@bmg_borusse2001 @161_marv Ja, die wichtigsten Infos und Aussagen werden wir hier bei Twitter für euch tickern. 🙂 https://t.co/EPr8V0Qfwl"
"Hütter: Aktuell fehlt es uns einfach an Konstanz. Wir schaffen es momentan nicht, dass wir alle gemeinsame das Gleiche tun. Die Kommunikation ist nicht so wie sein sollte. #BMGFCU"
"@VFLM3x Kommen, versprochen 🤞"
"Hütter: Alassane Plea und @MarcusThuram haben am Mittwoch nicht ihre beste Leistung gebracht, trotzdem sind wie für das Spiel morgen natürlich wieder ein Thema. #BMGFCU"
"Hütter: @bayer04fussball hat viele schnelle und dynamische Spieler, die müssen wir am Samstag in den Griff kriegen. Ich hoffe, dass die Mannschaft die Dinge, die sie in München hervorragend gemacht hat, erneut auf den Platz bekommt. #BMGB04"
"Hütter: Aktuell sind wir nicht mutig genug, weil uns vielleicht teilweise auch das Selbstvertrauen fehlt. Wir müssen aber wieder dahinkommen, dass wir mutig agieren und unser Spiel durchziehen. Das muss unser Weg sein. #BMGSGE"
"Königs: Wir freuen uns, dass Roland Virkus ab sofort Sportdirektor bei Borussia Mönchengladbach ist. Er ist seit mehr als 30 Jahren bei Borussia und kennt den Verein wie kaum ein anderer."
"Hütter: Vor ein paar Wochen waren wir auch in einer schwierigen Situation, aus der wir uns dann ein Stück weit befreit haben. Wir haben noch vier wichtige Spiele vor uns, in diesen werden wir sehen, wer auch in Zukunft für Borussia spielen möchte, wer sich zerreißt. #SCFBMG"
